glyph_id	text	unicode	source_unit	unit_kind
619	耶	U+8036	耶	fullwidth_single
620	搶	U+6436	搶	fullwidth_single
621	劫	U+52AB	劫	fullwidth_single
622	豈	U+8C48	豈	fullwidth_single
623	止	U+6B62	止	fullwidth_single
624	而	U+800C	而	fullwidth_single
625	批	U+6279	批	fullwidth_single
626	橫	U+6A6B	橫	fullwidth_single
627	沿	U+6CBF	沿	fullwidth_single
628	貨	U+8CA8	貨	fullwidth_single
629	所	U+6240	所	fullwidth_single
630	為	U+70BA	為	fullwidth_single
631	架	U+67B6	架	fullwidth_single
632	奉	U+5949	奉	fullwidth_single
633	陪	U+966A	陪	fullwidth_single
634	門	U+9580	門	fullwidth_single
635	都	U+90FD	都	fullwidth_single
636	筋	U+7B4B	筋	fullwidth_single
637	骨	U+9AA8	骨	fullwidth_single
638	問	U+554F	問	fullwidth_single
639	題	U+984C	題	fullwidth_single
640	癢	U+7662	癢	fullwidth_single
641	難	U+96E3	難	fullwidth_single
642	熬	U+71AC	熬	fullwidth_single
643	受	U+53D7	受	fullwidth_single
644	啦	U+5566	啦	fullwidth_single
645	喂	U+5582	喂	fullwidth_single
646	乖	U+4E56	乖	fullwidth_single
647	財	U+8CA1	財	fullwidth_single
648	和	U+548C	和	fullwidth_single
649	漂	U+6F02	漂	fullwidth_single
650	亮	U+4EAE	亮	fullwidth_single
651	妞	U+599E	妞	fullwidth_single
652	面	U+9762	面	fullwidth_single
653	話	U+8A71	話	fullwidth_single
654	保	U+4FDD	保	fullwidth_single
655	然	U+7136	然	fullwidth_single
656	亂	U+4E82	亂	fullwidth_single
657	宰	U+5BB0	宰	fullwidth_single
658	呀	U+5440	呀	fullwidth_single
659	看	U+770B	看	fullwidth_single
660	想	U+60F3	想	fullwidth_single
661	抵	U+62B5	抵	fullwidth_single
662	抗	U+6297	抗	fullwidth_single
663	赦	U+8D66	赦	fullwidth_single
664	吵	U+5435	吵	fullwidth_single
665	底	U+5E95	底	fullwidth_single
666	搞	U+641E	搞	fullwidth_single
667	爸	U+7238	爸	fullwidth_single
668	待	U+5F85	待	fullwidth_single
669	客	U+5BA2	客	fullwidth_single
670	居	U+5C45	居	fullwidth_single
671	膽	U+81BD	膽	fullwidth_single
672	該	U+8A72	該	fullwidth_single
673	怎	U+600E	怎	fullwidth_single
674	辦	U+8FA6	辦	fullwidth_single
675	絕	U+7D55	絕	fullwidth_single
676	佳	U+4F73	佳	fullwidth_single
677	歷	U+6B77	歷	fullwidth_single
678	練	U+7DF4	練	fullwidth_single
679	幫	U+5E6B	幫	fullwidth_single
680	忙	U+5FD9	忙	fullwidth_single
681	幹	U+5E79	幹	fullwidth_single
682	若	U+82E5	若	fullwidth_single
683	傷	U+50B7	傷	fullwidth_single
684	別	U+5225	別	fullwidth_single
685	湊	U+6E4A	湊	fullwidth_single
686	熱	U+71B1	熱	fullwidth_single
687	鬧	U+9B27	鬧	fullwidth_single
688	緊	U+7DCA	緊	fullwidth_single
689	張	U+5F35	張	fullwidth_single
690	用	U+7528	用	fullwidth_single
691	著	U+8457	著	fullwidth_single
692	哎	U+54CE	哎	fullwidth_single
693	意	U+610F	意	fullwidth_single
694	也	U+4E5F	也	fullwidth_single
695	幾	U+5E7E	幾	fullwidth_single
696	句	U+53E5	句	fullwidth_single
697	樣	U+6A23	樣	fullwidth_single
698	如	U+5982	如	fullwidth_single
699	聲	U+8072	聲	fullwidth_single
700	年	U+5E74	年	fullwidth_single
701	輕	U+8F15	輕	fullwidth_single
702	咦	U+54A6	咦	fullwidth_single
703	弟	U+5F1F	弟	fullwidth_single
704	兄	U+5144	兄	fullwidth_single
705	陷	U+9677	陷	fullwidth_single
706	苦	U+82E6	苦	fullwidth_single
707	收	U+6536	收	fullwidth_single
708	拾	U+62FE	拾	fullwidth_single
709	勞	U+52DE	勞	fullwidth_single
710	怕	U+6015	怕	fullwidth_single
711	笑	U+7B11	笑	fullwidth_single
712	哼	U+54FC	哼	fullwidth_single
713	又	U+53C8	又	fullwidth_single
714	概	U+6982	概	fullwidth_single
715	總	U+7E3D	總	fullwidth_single
716	算	U+7B97	算	fullwidth_single
717	對	U+5C0D	對	fullwidth_single
718	處	U+8655	處	fullwidth_single
719	付	U+4ED8	付	fullwidth_single
720	種	U+7A2E	種	fullwidth_single
721	煩	U+7169	煩	fullwidth_single
722	當	U+7576	當	fullwidth_single
723	非	U+975E	非	fullwidth_single
724	莫	U+83AB	莫	fullwidth_single
725	屬	U+5C6C	屬	fullwidth_single
726	讓	U+8B93	讓	fullwidth_single
727	朋	U+670B	朋	fullwidth_single
728	友	U+53CB	友	fullwidth_single
729	喜	U+559C	喜	fullwidth_single
730	孩	U+5B69	孩	fullwidth_single
731	逞	U+901E	逞	fullwidth_single
732	胡	U+80E1	胡	fullwidth_single
733	兩	U+5169	兩	fullwidth_single
734	後	U+5F8C	後	fullwidth_single
735	遲	U+9072	遲	fullwidth_single
736	滾	U+6EFE	滾	fullwidth_single
737	討	U+8A0E	討	fullwidth_single
738	厭	U+53AD	厭	fullwidth_single
739	很	U+5F88	很	fullwidth_single
740	兇	U+5147	兇	fullwidth_single
741	正	U+6B63	正	fullwidth_single
742	建	U+5EFA	建	fullwidth_single
743	功	U+529F	功	fullwidth_single
744	良	U+826F	良	fullwidth_single
745	今	U+4ECA	今	fullwidth_single
746	國	U+570B	國	fullwidth_single
747	巡	U+5DE1	巡	fullwidth_single
748	肆	U+8086	肆	fullwidth_single
749	虐	U+8650	虐	fullwidth_single
750	責	U+8CAC	責	fullwidth_single
751	各	U+5404	各	fullwidth_single
752	位	U+4F4D	位	fullwidth_single
753	扯	U+626F	扯	fullwidth_single
754	高	U+9AD8	高	fullwidth_single
755	興	U+8208	興	fullwidth_single
756	才	U+624D	才	fullwidth_single
757	攪	U+652A	攪	fullwidth_single
758	局	U+5C40	局	fullwidth_single
759	踏	U+8E0F	踏	fullwidth_single
760	盤	U+76E4	盤	fullwidth_single
761	至	U+81F3	至	fullwidth_single
762	氣	U+6C23	氣	fullwidth_single
763	關	U+95DC	關	fullwidth_single
764	係	U+4FC2	係	fullwidth_single
765	屋	U+5C4B	屋	fullwidth_single
766	裏	U+88CF	裏	fullwidth_single
767	擋	U+64CB	擋	fullwidth_single
768	敢	U+6562	敢	fullwidth_single
769	砍	U+780D	砍	fullwidth_single
770	拼	U+62FC	拼	fullwidth_single
771	恨	U+6068	恨	fullwidth_single
772	日	U+65E5	日	fullwidth_single
773	碰	U+78B0	碰	fullwidth_single
774	棘	U+68D8	棘	fullwidth_single
775	遇	U+9047	遇	fullwidth_single
776	爹	U+7239	爹	fullwidth_single
777	公	U+516C	公	fullwidth_single
778	顺	U+987A	顺	fullwidth_single
779	敗	U+6557	敗	fullwidth_single
780	住	U+4F4F	住	fullwidth_single
781	偶	U+5076	偶	fullwidth_single
782	遊	U+904A	遊	fullwidth_single
783	常	U+5E38	常	fullwidth_single
784	閒	U+9592	閒	fullwidth_single
785	倒	U+5012	倒	fullwidth_single
786	求	U+6C42	求	fullwidth_single
787	望	U+671B	望	fullwidth_single
788	同	U+540C	同	fullwidth_single
789	見	U+898B	見	fullwidth_single
790	識	U+8B58	識	fullwidth_single
791	番	U+756A	番	fullwidth_single
792	相	U+76F8	相	fullwidth_single
793	信	U+4FE1	信	fullwidth_single
794	伴	U+4F34	伴	fullwidth_single
795	路	U+8DEF	路	fullwidth_single
796	比	U+6BD4	比	fullwidth_single
797	較	U+8F03	較	fullwidth_single
798	太	U+592A	太	fullwidth_single
799	招	U+62DB	招	fullwidth_single
800	危	U+5371	危	fullwidth_single
801	協	U+5354	協	fullwidth_single
802	間	U+9593	間	fullwidth_single
803	差	U+5DEE	差	fullwidth_single
804	準	U+6E96	準	fullwidth_single
805	拜	U+62DC	拜	fullwidth_single
806	託	U+8A17	託	fullwidth_single
807	走	U+8D70	走	fullwidth_single
808	囉	U+56C9	囉	fullwidth_single
809	奈	U+5948	奈	fullwidth_single
810	野	U+91CE	野	fullwidth_single
811	捏	U+634F	捏	fullwidth_single
812	最	U+6700	最	fullwidth_single
813	繁	U+7E41	繁	fullwidth_single
814	榮	U+69AE	榮	fullwidth_single
815	歇	U+6B47	歇	fullwidth_single
816	便	U+4FBF	便	fullwidth_single
817	情	U+60C5	情	fullwidth_single
818	誤	U+8AA4	誤	fullwidth_single
819	半	U+534A	半	fullwidth_single
820	次	U+6B21	次	fullwidth_single
821	強	U+5F37	強	fullwidth_single
822	逃	U+9003	逃	fullwidth_single
823	清	U+6E05	清	fullwidth_single
824	楚	U+695A	楚	fullwidth_single
825	助	U+52A9	助	fullwidth_single
826	唉	U+5509	唉	fullwidth_single
827	毛	U+6BDB	毛	fullwidth_single
828	做	U+505A	做	fullwidth_single
829	窮	U+7AAE	窮	fullwidth_single
830	團	U+5718	團	fullwidth_single
831	預	U+9810	預	fullwidth_single
832	告	U+544A	告	fullwidth_single
833	洗	U+6D17	洗	fullwidth_single
834	糟	U+7CDF	糟	fullwidth_single
835	照	U+7167	照	fullwidth_single
836	准	U+51C6	准	fullwidth_single
837	留	U+7559	留	fullwidth_single
838	猖	U+7316	猖	fullwidth_single
839	訓	U+8A13	訓	fullwidth_single
840	頓	U+9813	頓	fullwidth_single
841	悔	U+6094	悔	fullwidth_single
842	改	U+6539	改	fullwidth_single
843	贊	U+8D0A	贊	fullwidth_single
844	既	U+65E2	既	fullwidth_single
845	玩	U+73A9	玩	fullwidth_single
846	早	U+65E9	早	fullwidth_single
847	勁	U+52C1	勁	fullwidth_single
848	漏	U+6F0F	漏	fullwidth_single
849	網	U+7DB2	網	fullwidth_single
850	魚	U+9B5A	魚	fullwidth_single
851	救	U+6551	救	fullwidth_single
852	分	U+5206	分	fullwidth_single
853	管	U+7BA1	管	fullwidth_single
854	辜	U+8F9C	辜	fullwidth_single
855	南	U+5357	南	fullwidth_single
856	思	U+601D	思	fullwidth_single
857	棒	U+68D2	棒	fullwidth_single
858	哪	U+54EA	哪	fullwidth_single
859	蹦	U+8E66	蹦	fullwidth_single
860	丫	U+4E2B	丫	fullwidth_single
861	剛	U+525B	剛	fullwidth_single
862	直	U+76F4	直	fullwidth_single
863	躲	U+8EB2	躲	fullwidth_single
864	戲	U+6232	戲	fullwidth_single
865	姐	U+59D0	姐	fullwidth_single
866	只	U+53EA	只	fullwidth_single
867	應	U+61C9	應	fullwidth_single
868	醫	U+91AB	醫	fullwidth_single
869	憶	U+61B6	憶	fullwidth_single
870	症	U+75C7	症	fullwidth_single
871	並	U+4E26	並	fullwidth_single
872	且	U+4E14	且	fullwidth_single
873	她	U+5979	她	fullwidth_single
874	簡	U+7C21	簡	fullwidth_single
875	單	U+55AE	單	fullwidth_single
876	撿	U+64BF	撿	fullwidth_single
877	找	U+627E	找	fullwidth_single
878	雖	U+96D6	雖	fullwidth_single
879	但	U+4F46	但	fullwidth_single
880	甚	U+751A	甚	fullwidth_single
881	某	U+67D0	某	fullwidth_single
882	主	U+4E3B	主	fullwidth_single
883	因	U+56E0	因	fullwidth_single
884	設	U+8A2D	設	fullwidth_single
885	渡	U+6E21	渡	fullwidth_single
886	奇	U+5947	奇	fullwidth_single
887	附	U+9644	附	fullwidth_single
888	條	U+689D	條	fullwidth_single
889	盡	U+76E1	盡	fullwidth_single
890	跟	U+8DDF	跟	fullwidth_single
891	恐	U+6050	恐	fullwidth_single
892	楣	U+6963	楣	fullwidth_single
893	哥	U+54E5	哥	fullwidth_single
894	何	U+4F55	何	fullwidth_single
895	險	U+96AA	險	fullwidth_single
896	操	U+64CD	操	fullwidth_single
897	份	U+4EFD	份	fullwidth_single
898	負	U+8CA0	負	fullwidth_single
899	添	U+6DFB	添	fullwidth_single
900	哇	U+54C7	哇	fullwidth_single
901	橋	U+6A4B	橋	fullwidth_single
902	聞	U+805E	聞	fullwidth_single
903	名	U+540D	名	fullwidth_single
904	賽	U+8CFD	賽	fullwidth_single
905	追	U+8FFD	追	fullwidth_single
906	仇	U+4EC7	仇	fullwidth_single
907	自	U+81EA	自	fullwidth_single
908	己	U+5DF1	己	fullwidth_single
909	蠻	U+883B	蠻	fullwidth_single
910	講	U+8B1B	講	fullwidth_single
911	認	U+8A8D	認	fullwidth_single
912	親	U+89AA	親	fullwidth_single
913	：	U+FF1A	：	fullwidth_single
914	令	U+4EE4	令	fullwidth_single
915	訴	U+8A34	訴	fullwidth_single
916	葛	U+845B	葛	fullwidth_single
917	胸	U+80F8	胸	fullwidth_single
918	狹	U+72F9	狹	fullwidth_single
919	窄	U+7A84	窄	fullwidth_single
920	禁	U+7981	禁	fullwidth_single
921	爭	U+722D	爭	fullwidth_single
922	奪	U+596A	奪	fullwidth_single
923	蘿	U+863F	蘿	fullwidth_single
924	秘	U+79D8	秘	fullwidth_single
925	遺	U+907A	遺	fullwidth_single
926	憾	U+61BE	憾	fullwidth_single
927	愛	U+611B	愛	fullwidth_single
928	聚	U+805A	聚	fullwidth_single
929	避	U+907F	避	fullwidth_single
930	究	U+7A76	究	fullwidth_single
931	安	U+5B89	安	fullwidth_single
932	葬	U+846C	葬	fullwidth_single
933	罷	U+7F77	罷	fullwidth_single
934	土	U+571F	土	fullwidth_single
935	證	U+8B49	證	fullwidth_single
936	隨	U+96A8	隨	fullwidth_single
937	反	U+53CD	反	fullwidth_single
938	副	U+526F	副	fullwidth_single
939	故	U+6545	故	fullwidth_single
940	罕	U+7F55	罕	fullwidth_single
941	嫌	U+5ACC	嫌	fullwidth_single
942	剩	U+5269	剩	fullwidth_single
943	碗	U+7897	碗	fullwidth_single
944	糕	U+7CD5	糕	fullwidth_single
945	抄	U+6284	抄	fullwidth_single
946	近	U+8FD1	近	fullwidth_single
947	隱	U+96B1	隱	fullwidth_single
948	干	U+5E72	干	fullwidth_single
949	屁	U+5C41	屁	fullwidth_single
950	礙	U+7919	礙	fullwidth_single
951	錯	U+932F	錯	fullwidth_single
952	偷	U+5077	偷	fullwidth_single
953	襲	U+8972	襲	fullwidth_single
954	嗷	U+55F7	嗷	fullwidth_single
955	鳴	U+9CF4	鳴	fullwidth_single
956	吼	U+543C	吼	fullwidth_single
957	趣	U+8DA3	趣	fullwidth_single
958	呵	U+5475	呵	fullwidth_single
959	夢	U+5922	夢	fullwidth_single
960	莊	U+838A	莊	fullwidth_single
961	侵	U+4FB5	侵	fullwidth_single
962	犯	U+72AF	犯	fullwidth_single
963	視	U+8996	視	fullwidth_single
964	吃	U+5403	吃	fullwidth_single
965	厲	U+53B2	厲	fullwidth_single
966	害	U+5BB3	害	fullwidth_single
967	低	U+4F4E	低	fullwidth_single
968	酬	U+916C	酬	fullwidth_single
969	緻	U+7DFB	緻	fullwidth_single
970	數	U+6578	數	fullwidth_single
971	庇	U+5E87	庇	fullwidth_single
972	遭	U+906D	遭	fullwidth_single
973	罰	U+7F70	罰	fullwidth_single
974	規	U+898F	規	fullwidth_single
975	替	U+66FF	替	fullwidth_single
976	及	U+53CA	及	fullwidth_single
977	～	U+FF5E	～	fullwidth_single
978	甘	U+7518	甘	fullwidth_single
979	代	U+4EE3	代	fullwidth_single
980	表	U+8868	表	fullwidth_single
981	致	U+81F4	致	fullwidth_single
982	答	U+7B54	答	fullwidth_single
983	否	U+5426	否	fullwidth_single
984	任	U+4EFB	任	fullwidth_single
985	樂	U+6A02	樂	fullwidth_single
986	免	U+514D	免	fullwidth_single
987	病	U+75C5	病	fullwidth_single
988	曾	U+66FE	曾	fullwidth_single
989	陣	U+9663	陣	fullwidth_single
990	據	U+64DA	據	fullwidth_single
991	肢	U+80A2	肢	fullwidth_single
992	疾	U+75BE	疾	fullwidth_single
993	産	U+7523	産	fullwidth_single
994	響	U+97FF	響	fullwidth_single
995	嗄	U+55C4	嗄	fullwidth_single
996	超	U+8D85	超	fullwidth_single
997	歩	U+6B69	歩	fullwidth_single
998	急	U+6025	急	fullwidth_single
999	另	U+53E6	另	fullwidth_single
1000	試	U+8A66	試	fullwidth_single
1001	賢	U+8CE2	賢	fullwidth_single
1002	部	U+90E8	部	fullwidth_single
1003	廣	U+5EE3	廣	fullwidth_single
1004	寧	U+5BE7	寧	fullwidth_single
1005	互	U+4E92	互	fullwidth_single
1006	顧	U+9867	顧	fullwidth_single
1007	妥	U+59A5	妥	fullwidth_single
1008	瘋	U+760B	瘋	fullwidth_single
1009	邏	U+908F	邏	fullwidth_single
1010	站	U+7AD9	站	fullwidth_single
1011	抱	U+62B1	抱	fullwidth_single
1012	歉	U+6B49	歉	fullwidth_single
1013	艾	U+827E	艾	fullwidth_single
1014	迪	U+8FEA	迪	fullwidth_single
1015	·	U+00B7	·	fullwidth_single
1016	沙	U+6C99	沙	fullwidth_single
1017	夥	U+5925	夥	fullwidth_single
1018	維	U+7DAD	維	fullwidth_single
1019	跑	U+8DD1	跑	fullwidth_single
1020	擒	U+64D2	擒	fullwidth_single
1021	派	U+6D3E	派	fullwidth_single
1022	抓	U+6293	抓	fullwidth_single
1023	逮	U+902E	逮	fullwidth_single
1024	捕	U+6355	捕	fullwidth_single
1025	緝	U+7DDD	緝	fullwidth_single
1026	拒	U+62D2	拒	fullwidth_single
1027	格	U+683C	格	fullwidth_single
1028	勿	U+52FF	勿	fullwidth_single
1029	論	U+8AD6	論	fullwidth_single
1030	嘍	U+560D	嘍	fullwidth_single
1031	撐	U+6490	撐	fullwidth_single
1032	匪	U+532A	匪	fullwidth_single
1033	徒	U+5F92	徒	fullwidth_single
1034	技	U+6280	技	fullwidth_single
1035	掌	U+638C	掌	fullwidth_single
1036	切	U+5207	切	fullwidth_single
1037	--	U+002D U+002D	--	halfwidth_pair
1038	史	U+53F2	史	fullwidth_single
1039	境	U+5883	境	fullwidth_single
1040	調	U+8ABF	調	fullwidth_single
1041	查	U+67E5	查	fullwidth_single
1042	肯	U+80AF	肯	fullwidth_single
1043	釋	U+91CB	釋	fullwidth_single
1044	樁	U+6A01	樁	fullwidth_single
1045	蹤	U+8E64	蹤	fullwidth_single
1046	嚴	U+56B4	嚴	fullwidth_single
1047	碼	U+78BC	碼	fullwidth_single
1048	熟	U+719F	熟	fullwidth_single
1049	陰	U+9670	陰	fullwidth_single
1050	謀	U+8B00	謀	fullwidth_single
1051	立	U+7ACB	立	fullwidth_single
1052	刻	U+523B	刻	fullwidth_single
1053	委	U+59D4	委	fullwidth_single
1054	趟	U+8D9F	趟	fullwidth_single
1055	怨	U+6028	怨	fullwidth_single
1056	投	U+6295	投	fullwidth_single
1057	擔	U+64D4	擔	fullwidth_single
1058	啟	U+555F	啟	fullwidth_single
1059	程	U+7A0B	程	fullwidth_single
1060	弄	U+5F04	弄	fullwidth_single
1061	詭	U+8A6D	詭	fullwidth_single
1062	計	U+8A08	計	fullwidth_single
1063	拖	U+62D6	拖	fullwidth_single
1064	延	U+5EF6	延	fullwidth_single
1065	勉	U+52C9	勉	fullwidth_single
1066	姑	U+59D1	姑	fullwidth_single
1067	娘	U+5A18	娘	fullwidth_single
1068	覺	U+89BA	覺	fullwidth_single
1069	臉	U+81C9	臉	fullwidth_single
1070	養	U+990A	養	fullwidth_single
1071	月	U+6708	月	fullwidth_single
1072	毆	U+6BC6	毆	fullwidth_single
1073	駐	U+99D0	駐	fullwidth_single
1074	罪	U+7F6A	罪	fullwidth_single
1075	明	U+660E	明	fullwidth_single
1076	瞄	U+7784	瞄	fullwidth_single
1077	圍	U+570D	圍	fullwidth_single
1078	睜	U+775C	睜	fullwidth_single
1079	欺	U+6B3A	欺	fullwidth_single
1080	陛	U+965B	陛	fullwidth_single
1081	諒	U+8AD2	諒	fullwidth_single
1082	銳	U+92B3	銳	fullwidth_single
1083	睡	U+7761	睡	fullwidth_single
1084	包	U+5305	包	fullwidth_single
1085	嚇	U+5687	嚇	fullwidth_single
1086	跳	U+8DF3	跳	fullwidth_single
1087	願	U+9858	願	fullwidth_single
1088	考	U+8003	考	fullwidth_single
1089	慮	U+616E	慮	fullwidth_single
1090	透	U+900F	透	fullwidth_single
1091	露	U+9732	露	fullwidth_single
1092	愁	U+6101	愁	fullwidth_single
1093	宜	U+5B9C	宜	fullwidth_single
1094	魄	U+9B44	魄	fullwidth_single
1095	更	U+66F4	更	fullwidth_single
1096	堡	U+5821	堡	fullwidth_single
1097	癡	U+7661	癡	fullwidth_single
1098	禮	U+79AE	禮	fullwidth_single
1099	后	U+540E	后	fullwidth_single
1100	擁	U+64C1	擁	fullwidth_single
1101	「	U+300C	「	fullwidth_single
1102	淚	U+6DDA	淚	fullwidth_single
1103	」	U+300D	」	fullwidth_single
1104	飾	U+98FE	飾	fullwidth_single
1105	殿	U+6BBF	殿	fullwidth_single
1106	鑿	U+947F	鑿	fullwidth_single
1107	餘	U+9918	餘	fullwidth_single
1108	吩	U+5429	吩	fullwidth_single
1109	咐	U+5490	咐	fullwidth_single
1110	黨	U+9EE8	黨	fullwidth_single
1111	違	U+9055	違	fullwidth_single
1112	律	U+5F8B	律	fullwidth_single
1113	捨	U+6368	捨	fullwidth_single
1114	逆	U+9006	逆	fullwidth_single
1115	遵	U+9075	遵	fullwidth_single
1116	冒	U+5192	冒	fullwidth_single
1117	變	U+8B8A	變	fullwidth_single
1118	父	U+7236	父	fullwidth_single
1119	宮	U+5BAE	宮	fullwidth_single
1120	勢	U+52E2	勢	fullwidth_single
1121	混	U+6DF7	混	fullwidth_single
1122	容	U+5BB9	容	fullwidth_single
1123	仍	U+4ECD	仍	fullwidth_single
1124	忠	U+5FE0	忠	fullwidth_single
1125	誓	U+8A93	誓	fullwidth_single
1126	借	U+501F	借	fullwidth_single
1127	聰	U+8070	聰	fullwidth_single
1128	撤	U+64A4	撤	fullwidth_single
1129	唔	U+5514	唔	fullwidth_single
1130	寢	U+5BE2	寢	fullwidth_single
1131	幸	U+5E78	幸	fullwidth_single
1132	驚	U+9A5A	驚	fullwidth_single
1133	侍	U+4F8D	侍	fullwidth_single
1134	駕	U+99D5	駕	fullwidth_single
1135	倖	U+5016	倖	fullwidth_single
1136	於	U+65BC	於	fullwidth_single
1137	揚	U+63DA	揚	fullwidth_single
1138	言	U+8A00	言	fullwidth_single
1139	床	U+5E8A	床	fullwidth_single
1140	搜	U+641C	搜	fullwidth_single
1141	疑	U+7591	疑	fullwidth_single
1142	例	U+4F8B	例	fullwidth_single
1143	惹	U+60F9	惹	fullwidth_single
1144	臣	U+81E3	臣	fullwidth_single
1145	荒	U+8352	荒	fullwidth_single
1146	謬	U+8B2C	謬	fullwidth_single
1147	持	U+6301	持	fullwidth_single
1148	臥	U+81E5	臥	fullwidth_single
1149	佈	U+4F48	佈	fullwidth_single
1150	勾	U+52FE	勾	fullwidth_single
1151	將	U+5C07	將	fullwidth_single
1152	叛	U+53DB	叛	fullwidth_single
1153	奸	U+5978	奸	fullwidth_single
1154	騙	U+9A19	騙	fullwidth_single
1155	贖	U+8D16	贖	fullwidth_single
1156	房	U+623F	房	fullwidth_single
1157	忽	U+5FFD	忽	fullwidth_single
1158	慘	U+6158	慘	fullwidth_single
1159	省	U+7701	省	fullwidth_single
1160	供	U+4F9B	供	fullwidth_single
1161	瀑	U+7011	瀑	fullwidth_single
1162	晚	U+665A	晚	fullwidth_single
1163	擄	U+64C4	擄	fullwidth_single
1164	偽	U+507D	偽	fullwidth_single
1165	稱	U+7A31	稱	fullwidth_single
1166	假	U+5047	假	fullwidth_single
1167	義	U+7FA9	義	fullwidth_single
1168	號	U+865F	號	fullwidth_single
1169	藉	U+85C9	藉	fullwidth_single
1170	枕	U+6795	枕	fullwidth_single
1171	愛	U+611B	愛	fullwidth_single
1172	愚	U+611A	愚	fullwidth_single
1173	昧	U+6627	昧	fullwidth_single
1174	遞	U+905E	遞	fullwidth_single
1175	監	U+76E3	監	fullwidth_single
1176	痛	U+75DB	痛	fullwidth_single
1177	幕	U+5E55	幕	fullwidth_single
1178	儘	U+5118	儘	fullwidth_single
1179	萬	U+842C	萬	fullwidth_single
1180	憑	U+6191	憑	fullwidth_single
1181	譽	U+8B7D	譽	fullwidth_single
1182	努	U+52AA	努	fullwidth_single
1183	承	U+627F	承	fullwidth_single
1184	纏	U+7E8F	纏	fullwidth_single
1185	卒	U+5352	卒	fullwidth_single
1186	饒	U+9952	饒	fullwidth_single
1187	綁	U+7D81	綁	fullwidth_single
1188	、	U+3001	、	fullwidth_single
1189	端	U+7AEF	端	fullwidth_single
1190	車	U+8ECA	車	fullwidth_single
1191	匙	U+5319	匙	fullwidth_single
1192	悶	U+60B6	悶	fullwidth_single
1193	祖	U+7956	祖	fullwidth_single
1194	它	U+5B83	它	fullwidth_single
1195	逼	U+903C	逼	fullwidth_single
1196	拷	U+62F7	拷	fullwidth_single
1197	執	U+57F7	執	fullwidth_single
1198	掌	U+638C	掌	fullwidth_single
1199	料	U+6599	料	fullwidth_single
1200	舊	U+820A	舊	fullwidth_single
1201	併	U+4F75	併	fullwidth_single
1202	貢	U+8CA2	貢	fullwidth_single
1203	獻	U+737B	獻	fullwidth_single
1204	虔	U+8654	虔	fullwidth_single
1205	誠	U+8AA0	誠	fullwidth_single
1206	阻	U+963B	阻	fullwidth_single
1207	感	U+611F	感	fullwidth_single
1208	脅	U+8105	脅	fullwidth_single
1209	瘦	U+7626	瘦	fullwidth_single
1210	充	U+5145	充	fullwidth_single
1211	裕	U+88D5	裕	fullwidth_single
1212	初	U+521D	初	fullwidth_single
1213	異	U+7570	異	fullwidth_single
1214	議	U+8B70	議	fullwidth_single
1215	排	U+6392	排	fullwidth_single
1216	諸	U+8AF8	諸	fullwidth_single
1217	繼	U+7E7C	繼	fullwidth_single
1218	續	U+7E8C	續	fullwidth_single
1219	段	U+6BB5	段	fullwidth_single
1220	氛	U+6C1B	氛	fullwidth_single
1221	景	U+666F	景	fullwidth_single
1222	頗	U+9817	頗	fullwidth_single
1223	陌	U+964C	陌	fullwidth_single
1224	妨	U+59A8	妨	fullwidth_single
1225	智	U+667A	智	fullwidth_single
1226	卻	U+537B	卻	fullwidth_single
1227	隔	U+9694	隔	fullwidth_single
1228	壁	U+58C1	壁	fullwidth_single
1229	穆	U+7A46	穆	fullwidth_single
1230	迷	U+8FF7	迷	fullwidth_single
